# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 16.11.2019 по 30.01.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2019 09:00";"-1.8";"746.3";"758.1";"";"61";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"-1.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-8.4";"0.3";"12";"";"";"";"";
"01.12.2019 06:00";"-1.7";"745.0";"756.8";"";"63";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"-1.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.9";"0.3";"12";"";"";"";"";
"01.12.2019 03:00";"-0.8";"743.5";"755.2";"";"63";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.0";"";"";"";"";"";"";
"01.12.2019 00:00";"1.0";"741.7";"753.3";"";"74";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"30.11.2019 21:00";"3.0";"740.1";"751.6";"";"80";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"4.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.2";"Осадков нет";"12";"";"";"";"";
"30.11.2019 18:00";"3.4";"739.6";"751.0";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.2";"1.0";"12";"";"";"";"";
"30.11.2019 15:00";"4.1";"738.4";"749.8";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"300-600";"";"";"4.0";"1.9";"";"";"";"";"";"";
"30.11.2019 12:00";"2.9";"737.9";"749.3";"";"93";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.0";"1.9";"";"";"";"";"";"";
"30.11.2019 09:00";"1.9";"738.1";"749.5";"";"93";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"1.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"0.8";"7.0";"12";"";"";"";"";
"30.11.2019 06:00";"1.4";"738.7";"750.2";"";"92";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"1.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.3";"5.0";"12";"";"";"";"";
"30.11.2019 03:00";"1.4";"739.6";"751.0";"";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.3";"";"";"";"";"";"";
"30.11.2019 00:00";"1.6";"741.1";"752.6";"";"91";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.3";"";"";"";"";"";"";
"29.11.2019 21:00";"2.2";"742.1";"753.6";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"0.3";"Следы осадков";"12";"";"";"";"";
"29.11.2019 18:00";"3.2";"743.3";"754.8";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.8";"Осадков нет";"12";"";"";"";"";
"29.11.2019 15:00";"3.1";"744.4";"755.9";"";"85";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.8";"";"";"";"";"";"";
"29.11.2019 12:00";"3.0";"745.6";"757.1";"";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"2.0";"1.2";"";"";"";"";"";"";
"29.11.2019 09:00";"1.8";"746.4";"758.0";"";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"2.0";"0.5";"Осадков нет";"12";"";"";"";"";
"29.11.2019 06:00";"0.8";"747.0";"758.6";"";"91";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-0.5";"Осадков нет";"12";"";"";"";"";
"29.11.2019 03:00";"0.3";"747.4";"759.1";"";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-1.3";"";"";"";"";"";"";
"29.11.2019 00:00";"0.2";"748.1";"759.8";"";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-1.8";"";"";"";"";"";"";
"28.11.2019 21:00";"-0.3";"748.8";"760.5";"";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"0.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.5";"Осадков нет";"12";"";"";"";"";
"28.11.2019 18:00";"-0.1";"749.3";"761.0";"";"70";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.9";"Следы осадков";"12";"";"";"";"";
"28.11.2019 15:00";"0.2";"749.2";"761.0";"";"65";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.6";"";"";"";"";"";"";
"28.11.2019 12:00";"-0.1";"750.0";"761.7";"";"63";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-6.3";"";"";"";"";"";"";
"28.11.2019 09:00";"-0.7";"750.3";"762.1";"";"72";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.1";"0.1";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"Менее 0.5";
"28.11.2019 06:00";"-1.5";"750.2";"762.0";"";"82";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-4.2";"0.1";"12";"";"";"";"";
"28.11.2019 03:00";"-1.0";"750.6";"762.4";"";"79";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.2";"";"";"";"";"";"";
"28.11.2019 00:00";"-1.0";"751.0";"762.7";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.5";"";"";"";"";"";"";
"27.11.2019 21:00";"-0.9";"751.3";"763.0";"";"79";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"0.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.1";"Осадков нет";"12";"";"";"";"";
"27.11.2019 18:00";"-0.4";"751.6";"763.3";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.7";"Осадков нет";"12";"";"";"";"";
"27.11.2019 15:00";"0.0";"751.6";"763.3";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.3";"";"";"";"";"";"";
"27.11.2019 12:00";"-0.4";"751.9";"763.7";"";"78";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.9";"";"";"";"";"";"";
"27.11.2019 09:00";"-0.6";"752.3";"764.1";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-0.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-4.2";"Осадков нет";"12";"";"";"";"";
"27.11.2019 06:00";"-0.1";"752.6";"764.4";"";"71";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-0.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.8";"Осадков нет";"12";"";"";"";"";
"27.11.2019 03:00";"-0.2";"753.4";"765.2";"";"70";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.1";"";"";"";"";"";"";
"27.11.2019 00:00";"-0.5";"754.3";"766.1";"";"79";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"26.11.2019 21:00";"-0.8";"754.9";"766.8";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-2.8";"Осадков нет";"12";"";"";"";"";
"26.11.2019 18:00";"-0.8";"755.5";"767.4";"";"81";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.7";"Осадков нет";"12";"";"";"";"";
"26.11.2019 15:00";"-2.0";"755.8";"767.8";"";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-5.8";"";"";"";"";"";"";
"26.11.2019 12:00";"-4.4";"757.2";"769.3";"";"61";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.9";"";"";"";"";"";"";
"26.11.2019 09:00";"-6.5";"758.5";"770.7";"";"57";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"-6.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-13.8";"Осадков нет";"12";"";"";"";"";
"26.11.2019 06:00";"-6.1";"758.5";"770.7";"";"53";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-6.1";"";"";"";"";"";"";"10.0";"-14.3";"Осадков нет";"12";"";"";"";"";
"26.11.2019 03:00";"-4.7";"759.4";"771.5";"";"47";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.5";"";"";"";"";"";"";
"26.11.2019 00:00";"-4.0";"760.1";"772.3";"";"45";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-14.2";"";"";"";"";"";"";
"25.11.2019 21:00";"-3.0";"760.9";"772.9";"";"46";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"-1.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-13.2";"Осадков нет";"12";"";"";"";"";
"25.11.2019 18:00";"-2.1";"761.5";"773.5";"";"55";"Ветер, дующий с юго-юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-10.1";"Осадков нет";"12";"";"";"";"";
"25.11.2019 15:00";"-1.3";"761.7";"773.7";"";"59";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-8.4";"";"";"";"";"";"";
"25.11.2019 12:00";"-2.9";"762.8";"774.9";"";"62";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-9.2";"";"";"";"";"";"";
"25.11.2019 09:00";"-5.2";"763.1";"775.3";"";"69";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-5.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-10.0";"Осадков нет";"12";"";"";"";"";
"25.11.2019 06:00";"-5.0";"763.3";"775.4";"";"69";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"-5.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-9.9";"Осадков нет";"12";"";"";"";"";
"25.11.2019 03:00";"-4.4";"763.8";"775.9";"";"65";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.0";"";"";"";"";"";"";
"25.11.2019 00:00";"-4.4";"764.1";"776.2";"";"63";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.4";"";"";"";"";"";"";
"24.11.2019 21:00";"-3.7";"764.6";"776.8";"";"58";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-3.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-10.8";"Осадков нет";"12";"";"";"";"";
"24.11.2019 18:00";"-4.1";"765.3";"777.4";"";"64";"Ветер, дующий с юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-9.9";"Осадков нет";"12";"";"";"";"";
"24.11.2019 15:00";"-3.1";"766.1";"778.3";"";"56";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.7";"";"";"";"";"";"";
"24.11.2019 12:00";"-4.8";"767.1";"779.3";"";"56";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-12.3";"";"";"";"";"";"";
"24.11.2019 09:00";"-6.5";"767.4";"779.7";"";"64";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-6.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-12.2";"Осадков нет";"12";"";"";"";"";
"24.11.2019 06:00";"-6.6";"767.8";"780.1";"";"70";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-6.6";"";"";"";"";"";"";"10.0";"-11.2";"Осадков нет";"12";"";"";"";"";
"24.11.2019 03:00";"-6.1";"768.1";"780.4";"";"69";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.0";"";"";"";"";"";"";
"24.11.2019 00:00";"-4.6";"768.5";"780.7";"";"58";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-11.7";"";"";"";"";"";"";
"23.11.2019 21:00";"-4.6";"768.4";"780.7";"";"57";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"-3.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-12.0";"Осадков нет";"12";"";"";"";"";
"23.11.2019 18:00";"-4.4";"769.3";"781.5";"";"57";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-11.7";"Осадков нет";"12";"";"";"";"";
"23.11.2019 15:00";"-3.7";"770.0";"782.3";"";"50";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-12.7";"";"";"";"";"";"";
"23.11.2019 12:00";"-5.6";"770.5";"782.8";"";"61";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-12.0";"";"";"";"";"";"";
"23.11.2019 09:00";"-7.7";"770.7";"783.1";"";"73";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"-7.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-11.8";"Осадков нет";"12";"";"";"";"";
"23.11.2019 06:00";"-7.4";"770.8";"783.3";"";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-7.4";"";"";"";"";"";"";"10.0";"-11.9";"Осадков нет";"12";"";"";"";"";
"23.11.2019 03:00";"-6.6";"771.5";"783.9";"";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.6";"";"";"";"";"";"";
"23.11.2019 00:00";"-6.1";"772.3";"784.6";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.5";"";"";"";"";"";"";
"22.11.2019 21:00";"-5.0";"772.2";"784.5";"";"61";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"-2.7";"";"";"";"";"";"10.0";"-11.5";"Осадков нет";"12";"";"";"";"";
"22.11.2019 18:00";"-4.0";"772.3";"784.6";"";"55";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.8";"Осадков нет";"12";"";"";"";"";
"22.11.2019 15:00";"-3.3";"773.1";"785.4";"";"55";"Ветер, дующий с востоко-юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-11.2";"";"";"";"";"";"";
"22.11.2019 12:00";"-4.6";"774.0";"786.3";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-12.3";"";"";"";"";"";"";
"22.11.2019 09:00";"-7.6";"774.1";"786.6";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-8.0";"";"";"";"";"";"";"10.0";"-12.3";"Осадков нет";"12";"";"";"";"";
"22.11.2019 06:00";"-7.8";"773.8";"786.3";"";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-7.8";"";"";"";"";"";"";"10.0";"-12.2";"Осадков нет";"12";"";"";"";"";
"22.11.2019 03:00";"-7.6";"774.2";"786.7";"";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-11.4";"";"";"";"";"";"";
"22.11.2019 00:00";"-6.9";"774.5";"787.0";"";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.5";"";"";"";"";"";"";
